,year,city,gradeScore,sellingCondition,marketplacePrice,mileage,Transmission,make,model
3693,2010,Lagos,,foreign,6395000,159195,Automatic,Toyota,Venza
3694,2004,Lagos,,foreign,3865000,85,Automatic,Toyota,Land Cruiser
3695,2002,Lagos,,,0,10000,Automatic,Lexus,RX 300
3696,2008,Lagos,,foreign,3865000,0,Automatic,Lexus,GX 470
3697,2008,Lagos,,foreign,0,56828,Automatic,Lexus,GS 300
3698,2009,Lagos,,foreign,3120000,81506,Automatic,Pontiac,Vibe
3699,2004,Lagos,,foreign,2200000,785263,Automatic,Nissan,Pathfinder
3700,2003,Lagos,,foreign,1165000,12131,Automatic,Infiniti,G
3701,2006,Lagos,,foreign,2315000,42000,Automatic,Toyota,Yaris
3702,2005,Lagos,,foreign,3535000,76543,Automatic,Toyota,4-Runner
3703,2005,Lagos,,foreign,1050000,0,Automatic,Honda,Accord
3704,2006,Lagos,,foreign,0,53324,Automatic,Toyota,Corolla
3705,2015,Lagos,,,0,57,Automatic,Land,Rover Range Rover Evoque
3706,2008,Lagos,,foreign,0,62121,Automatic,Lexus,RX 200
3707,2007,Lagos,,,0,11111,Automatic,Ford,Fusion
3708,2004,Lagos,,foreign,1912500,0,Automatic,Toyota,Corolla
3709,2012,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,C 300
3710,2005,Lagos,,,0,75678,Automatic,Toyota,Sienna
3711,2004,Lagos,,,0,10000,Automatic,Honda,Accord
3712,2010,Lagos,,foreign,3350000,54236,Automatic,Toyota,Corolla
3713,2007,Lagos,,foreign,2430000,1242,Automatic,Ford,Edge
3714,2003,Lagos,,foreign,2775000,85236,Automatic,Lexus,RX 300
3715,2011,Lagos,,foreign,3235000,41499,Automatic,Honda,Accord
3716,2003,Rivers,,,0,0,Automatic,Acura,MDX
3717,2008,Lagos,,foreign,8045000,93122,Automatic,Toyota,Tacoma
3718,2005,Lagos,,foreign,3865000,0,Automatic,Lexus,RX 350
3719,2011,Lagos,,foreign,6615000,0,Automatic,Mercedes-Benz,ML 350
3720,2015,Lagos,,foreign,12665000,0,Automatic,Acura,MDX
3721,2008,Lagos,,foreign,4910000,112000,Automatic,Toyota,Highlander
3722,2011,Lagos,,foreign,12115000,0,Automatic,Lexus,GX 460
3723,2011,Lagos,,foreign,4965000,62000,Automatic,Toyota,RAV 4
3724,2008,Lagos,,foreign,5075000,62126,Automatic,Lexus,RX 350
3725,2011,Lagos,,foreign,3865000,71000,Automatic,Toyota,Camry
3726,2009,Lagos,,foreign,5075000,46321,Automatic,Lexus,RX 350
3727,2013,Lagos,,foreign,0,76000,Automatic,Toyota,Camry
3728,2011,Lagos,,foreign,6395000,0,Automatic,Mercedes-Benz,ML 350
3729,2015,Lagos,,foreign,0,0,Automatic,Honda,Accord
3730,2005,Lagos,,foreign,2430000,124949,Automatic,Toyota,Highlander
3731,2008,Lagos,,foreign,3425000,0,Automatic,Toyota,Camry
3732,2016,Lagos,,foreign,18165000,53265,Automatic,Toyota,4-Runner
3733,2009,Lagos,,foreign,2890000,45000,Automatic,Toyota,Camry
3734,2012,Lagos,,foreign,5735000,0,Automatic,Toyota,Camry
3735,2008,Lagos,,foreign,3755000,0,Automatic,Lexus,ES 350
3736,2010,Lagos,,foreign,2890000,0,Automatic,Toyota,Camry
3737,2007,Lagos,,foreign,2660000,83740,Automatic,Toyota,Corolla
3738,2006,Lagos,,foreign,5295000,0,Automatic,Lexus,GX 470
3739,2011,Lagos,,foreign,0,0,Automatic,Toyota,Venza
3740,2016,Lagos,,foreign,17615000,4200,Automatic,Jeep,Wrangler
3741,2007,Lagos,,foreign,3465000,0,Automatic,Toyota,RAV 4
3742,2007,Lagos,,foreign,2257500,0,Automatic,Volkswagen,Beetle
3743,2018,Lagos,,foreign,18715000,7206,Automatic,Toyota,Highlander
3744,2006,Lagos,,foreign,1912500,75839,Automatic,Toyota,Corolla
3745,2008,Lagos,,foreign,5295000,0,Automatic,Mercedes-Benz,ML 350
3746,2019,Lagos,,new,21465000,0,Automatic,Toyota,Hilux
3747,2002,Lagos,,foreign,1912500,121086,Automatic,Lexus,RX 200
3748,2016,Lagos,,foreign,0,29262,Automatic,Lexus,GX 460
3749,2008,Lagos,,foreign,4635000,88240,Automatic,Toyota,4-Runner
3750,2007,Lagos,,foreign,3062500,985123,Automatic,Toyota,Avalon
3751,2011,Lagos,,foreign,4085000,0,Automatic,Toyota,RAV 4
3752,2006,Lagos,,foreign,1740000,78778,Automatic,Cadillac,XTS
3753,2001,Lagos,,,0,11111,Automatic,Toyota,Camry
3754,2005,Lagos,,foreign,2545000,0,Automatic,Mercedes-Benz,ML 350
3755,2017,Lagos,,foreign,13215000,28000,Automatic,Toyota,Avalon
3756,2005,Lagos,,foreign,2315000,1234,Automatic,Toyota,Matrix
3757,2015,Lagos,,foreign,7715000,63212,Automatic,Toyota,Camry
3758,2015,Lagos,,foreign,5900000,11365,Automatic,Toyota,Corolla
3759,2013,Lagos,,foreign,9915000,0,Automatic,Ford,Explorer
3760,2008,Lagos,,foreign,0,86013,Automatic,Lexus,ES 350
3761,2012,Lagos,,foreign,5295000,71423,Automatic,Toyota,Camry
3762,2004,Lagos,,,0,100,Automatic,Lexus,GX 470
3763,2008,Lagos,,,0,12321,Automatic,Toyota,RAV 4
3764,2008,Lagos,,foreign,6615000,1,Automatic,Toyota,Highlander
3765,2012,Lagos,,,0,87876,Automatic,Mercedes-Benz,GL 450
3766,2009,Lagos,,foreign,3292500,1,Automatic,Toyota,Camry
3767,2005,Lagos,,foreign,4195000,86523,Automatic,Nissan,Frontier
3768,2003,Lagos,,foreign,2832500,0,Automatic,Lexus,ES 300
3769,2009,Lagos,,foreign,3425000,54245,Automatic,Toyota,Matrix
3770,2008,Lagos,,foreign,5075000,62121,Automatic,Lexus,RX 350
3771,2008,Lagos,,foreign,3865000,0,Automatic,Toyota,Camry
3772,2008,Lagos,,foreign,3120000,2134,Automatic,Toyota,Solara
3773,2019,Lagos,,foreign,28615000,0,Automatic,Lexus,RX 350
3774,2006,Lagos,,foreign,3590000,8854246,Automatic,Toyota,Highlander
3775,1996,Lagos,,foreign,2717500,107236,Automatic,Toyota,T100
3776,2015,Lagos,,foreign,5295000,0,Automatic,Toyota,Corolla
3777,2010,Lagos,,foreign,4965000,68099,Automatic,Toyota,RAV 4
3778,2008,Lagos,,foreign,3177500,0,Automatic,Toyota,Camry
3779,2005,Lagos,,foreign,3062500,87621,Automatic,Toyota,RAV 4
3780,2008,Lagos,,foreign,5625000,0,Automatic,Toyota,4-Runner
3781,2007,Lagos,,foreign,4250000,0,Automatic,Toyota,4-Runner
3782,2010,Lagos,,foreign,6615000,0,Automatic,Acura,MDX
3783,2006,Lagos,,foreign,3292500,68588,Automatic,Toyota,Highlander
3784,2016,Lagos,,foreign,18715000,25000,Automatic,Mercedes-Benz,GLE 350
3785,2012,Lagos,,foreign,4415000,0,Automatic,Toyota,Camry
3786,2006,Lagos,,foreign,4635000,0,Automatic,Lexus,RX 200
3787,2007,Lagos,,foreign,0,85335,Automatic,Toyota,Camry
3788,2019,Lagos,,new,137515008,0,Automatic,Land,Rover Range Rover Evoque
3789,2008,Lagos,,foreign,5460000,47000,Automatic,Lexus,LS 460
3790,2003,Lagos,,foreign,2717500,78,Automatic,Toyota,Highlander
3791,2011,Lagos,,foreign,0,0,Automatic,Toyota,Camry
3792,2012,Lagos,,foreign,7165000,0,Automatic,Mercedes-Benz,E 350
3793,2011,Lagos,,foreign,6835000,0,Automatic,Mercedes-Benz,ML 350
3794,2008,Lagos,,foreign,3177500,0,Automatic,Toyota,Camry
3795,2010,Lagos,,foreign,8595000,0,Automatic,Lexus,RX 350
3796,2010,Lagos,,foreign,7385000,784456,Automatic,Toyota,Tacoma
3797,2006,Lagos,,foreign,3535000,0,Automatic,Toyota,Highlander
3798,2010,Lagos,,foreign,8265000,0,Automatic,Acura,ZDX
3799,2006,Lagos,,foreign,5515000,1235,Automatic,Lexus,GX 470
3800,2013,Lagos,,foreign,6945000,98291,Automatic,Toyota,Highlander
3801,2012,Lagos,,foreign,4415000,40000,Automatic,Ford,Edge
3802,2005,Lagos,,foreign,0,0,Automatic,Lexus,RX 200
3803,2019,Lagos,,foreign,23665000,1,Automatic,Dodge,Hemi
3804,2017,Lagos,,foreign,0,25000,Automatic,Lexus,LX 570
3805,2020,Lagos,,new,60515000,52,Automatic,Toyota,Land Cruiser
3806,2009,Lagos,,foreign,6615000,5000,Automatic,Toyota,Venza
3807,2008,Lagos,,foreign,3865000,0,Automatic,Lexus,ES 350
3808,2010,Lagos,,foreign,5185000,0,Automatic,Lexus,ES 300
3809,2011,Lagos,,foreign,4965000,0,Automatic,Lexus,ES 350
3810,2014,Lagos,,foreign,0,0,Automatic,Hyundai,Sonata
3811,2010,Lagos,,foreign,3177500,80000,Automatic,Toyota,Corolla
3812,2005,Lagos,,foreign,2430000,0,Automatic,Toyota,Corolla
3813,2006,Lagos,,foreign,4965000,0,Automatic,Mercedes-Benz,ML 350
3814,2005,Lagos,,foreign,3755000,0,Automatic,Toyota,Highlander
3815,2018,Lagos,,foreign,60515000,88452,Automatic,Mercedes-Benz,GL 450
3816,2010,Lagos,,foreign,7495000,856220,Automatic,Toyota,Tacoma
3817,2010,Lagos,,foreign,3425000,685213,Automatic,Toyota,Corolla
3818,2010,Lagos,,,0,75993,Automatic,Toyota,Camry
3819,2013,Lagos,,foreign,12665000,0,Automatic,Mercedes-Benz,ML 350
3820,2008,Lagos,,foreign,5185000,0,Automatic,Mercedes-Benz,ML 350
3821,2006,Lagos,,foreign,0,85,Automatic,Acura,MDX
3822,2016,Lagos,,foreign,10795000,0,Automatic,Toyota,RAV 4
3823,2004,Lagos,,foreign,3645000,0,Automatic,Toyota,Highlander
3824,2003,Lagos,,foreign,2717500,1245164,Automatic,Lexus,RX 300
3825,2013,Lagos,,foreign,8815000,0,Automatic,Lexus,RX 200
3826,2017,Lagos,,foreign,8650000,0,Automatic,Honda,Accord
3827,2013,Lagos,,foreign,4800000,48285,Automatic,Toyota,Camry
3828,2005,Lagos,,foreign,1510000,100000,Automatic,Acura,MDX
3829,2016,Lagos,,foreign,0,53625,Automatic,Toyota,Venza
3830,2020,Lagos,,foreign,19045000,780608,Automatic,Toyota,Camry
3831,2007,Lagos,,foreign,0,77000,Automatic,Toyota,Avalon
3832,2006,Lagos,,foreign,3005000,0,Automatic,Lexus,ES 330
3833,2010,Lagos,,foreign,0,85694,Automatic,Toyota,Venza
3834,2012,Lagos,,foreign,0,53434,Automatic,Toyota,Camry
3835,2009,Lagos,,foreign,5185000,0,Automatic,Mercedes-Benz,C 300
3836,2015,Lagos,,,0,10000,Automatic,Toyota,Highlander
3837,2019,Lagos,,new,104515000,0,Automatic,Mercedes-Benz,S 560
3838,2005,Lagos,,foreign,0,754235,Automatic,Lexus,GX 470
3839,2004,Lagos,,foreign,2257500,8562314,Automatic,Toyota,Corolla
3840,2005,Lagos,,foreign,4415000,0,Automatic,Lexus,RX 200
3841,2018,Lagos,,foreign,20365000,0,Automatic,Toyota,Highlander
3842,2015,Lagos,,foreign,9805000,86000,Automatic,Toyota,Avalon
3843,2013,Lagos,,foreign,8595000,57000,Automatic,Toyota,Venza
3844,2013,Lagos,,foreign,13215000,62213,Automatic,Mercedes-Benz,GLK 350
3845,2008,Lagos,,foreign,3480000,52531,Automatic,Toyota,Camry
3846,2007,Lagos,,foreign,0,76000,Automatic,Toyota,Avalon
3847,2004,Lagos,,foreign,2257500,85000,Automatic,Mercedes-Benz,C 180
3848,2011,Lagos,,foreign,6175000,73000,Automatic,Toyota,Venza
3849,2008,Lagos,,foreign,4305000,57373,Automatic,Lexus,ES 350
3850,2010,Lagos,,foreign,6395000,0,Automatic,Toyota,Venza
3851,2020,Lagos,,new,0,50,Automatic,Hyundai,Tucson
3852,2013,Lagos,,foreign,5322500,135362,Automatic,Ford,Edge
3853,2013,Lagos,,foreign,10795000,85782,Automatic,Mercedes-Benz,ML 350
3854,2014,Lagos,,foreign,15415000,43844,Automatic,Mercedes-Benz,ML 350
3855,2014,Lagos,,foreign,0,0,Automatic,Toyota,RAV 4
3856,2014,Lagos,,foreign,8265000,16500,Automatic,Audi,A6
3857,2013,Lagos,,foreign,6065000,0,Automatic,Toyota,Venza
3858,2010,Lagos,,foreign,3407500,89523,Automatic,Toyota,Camry
3859,2009,Lagos,,foreign,0,42855,Automatic,Lexus,IS 350
3860,2017,Lagos,,foreign,66015000,8211,Automatic,Mercedes-Benz,G 63 AMG
3861,2010,Rivers,,foreign,2775000,0,Automatic,Honda,Accord
3862,2016,Lagos,,foreign,12995000,47237,Automatic,Toyota,Highlander
3863,2005,Lagos,,foreign,4030000,0,Automatic,Toyota,Highlander
3864,1999,Rivers,,foreign,808500,0,Automatic,Toyota,Camry
3865,2015,Lagos,,foreign,9915000,0,Automatic,Lexus,RX 350
3866,2012,Lagos,,foreign,6065000,95236,Automatic,Ford,Edge
3867,2010,Lagos,,foreign,6395000,0,Automatic,Toyota,Highlander
3868,2019,Lagos,,foreign,115515000,28000,Automatic,Mercedes-Benz,G 550
3869,2007,Abuja,,foreign,1280000,100,Automatic,Honda,Accord
3870,2008,Lagos,,foreign,4745000,0,Automatic,Toyota,4-Runner
3871,2014,Lagos,,foreign,5482000,81820,Automatic,Toyota,Avalon
3872,2010,Lagos,,foreign,4415010,0,Automatic,Toyota,Sienna
3873,2005,Lagos,,foreign,1567500,0,Automatic,Toyota,Camry
3874,2008,Lagos,,foreign,3177500,0,Automatic,Toyota,Camry
3875,2016,Lagos,,foreign,8265000,55423,Automatic,Toyota,Corolla
3876,2015,Lagos,,foreign,31915000,78000,Automatic,Land,Rover Range Rover Evoque
3877,2015,Lagos,,foreign,0,85000,Automatic,Lexus,RX 350
3878,2010,Lagos,,foreign,5515000,0,Automatic,Land,Rover Range Rover
3879,2002,Lagos,,foreign,5515000,0,Automatic,Toyota,Hiace
3880,2010,Lagos,,foreign,5845000,0,Automatic,Mercedes-Benz,ML 350
3881,2007,Lagos,,foreign,3975000,0,Automatic,Toyota,Highlander
3882,2012,Lagos,,foreign,0,35000,Automatic,Toyota,Sequoia
3883,2007,Lagos,,foreign,7165000,1,Automatic,Lexus,GX 470
3884,2005,Lagos,,foreign,0,0,Automatic,Toyota,4-Runner
3885,2013,Lagos,,foreign,4195000,45000,Automatic,Toyota,Camry
3886,2006,Lagos,,foreign,2775000,0,Automatic,Acura,MDX
3887,2004,Lagos,,foreign,2890000,87649,Automatic,Toyota,Highlander
3888,2013,Lagos,,foreign,9915000,82543,Automatic,Lexus,ES 300
3889,2015,Lagos,,foreign,9365000,0,Automatic,Lexus,RX 200
3890,1998,Lagos,,foreign,2315000,132000,Automatic,Lexus,RX 200
3891,2017,Lagos,,foreign,24215000,0,Automatic,Lexus,GX 460
3892,2005,Lagos,,foreign,3645000,61447,Automatic,Lexus,ES 300
3893,2015,Lagos,,foreign,11895000,38000,Automatic,Mercedes-Benz,C 300
3894,2013,Lagos,,foreign,4250000,582131,Automatic,Toyota,Corolla
3895,2013,Lagos,,foreign,10795000,0,Automatic,Mercedes-Benz,ML 350
3896,2014,Lagos,,foreign,12335000,0,Automatic,Toyota,Avalon
3897,2008,Lagos,,foreign,3645000,53266,Automatic,Acura,MDX
3898,2011,Lagos,,foreign,13215000,82500,Automatic,Lexus,GX 460
3899,2010,Lagos,,foreign,4085000,85,Automatic,Mercedes-Benz,ML 350
3900,2009,Lagos,,foreign,4745000,0,Automatic,Toyota,4-Runner
3901,2011,Lagos,,foreign,7495000,0,Automatic,Lexus,RX 350
3902,2005,Lagos,,foreign,3645000,0,Automatic,Lexus,RX 330
3903,2015,Lagos,,foreign,7495000,53835,Automatic,Honda,Accord
3904,2004,Anambra,,foreign,1050000,200000,Automatic,Chevrolet,Express
3905,2016,Lagos,,foreign,36315000,37159,Automatic,Land,Rover Range Rover Evoque
3906,2013,Lagos,,foreign,11565000,0,Automatic,Lexus,GX 470
3907,2010,Lagos,,foreign,6835000,0,Automatic,Toyota,Venza
3908,2009,Lagos,,foreign,3350000,112000,Automatic,Toyota,Corolla
3909,2008,Lagos,,,0,74892,Automatic,Honda,Accord
3910,2010,Lagos,,foreign,3235000,105000,Automatic,Ford,Edge
3911,2014,Lagos,,foreign,8595000,58184,Automatic,Toyota,Venza
3912,2007,Lagos,,foreign,2947500,0,Automatic,Lexus,RX 350
3913,2009,Lagos,,foreign,2315000,90,Automatic,Honda,Accord
3914,2017,Lagos,,foreign,18165000,0,Automatic,Toyota,Highlander
3915,1970,Lagos,,foreign,2545000,0,Automatic,Mercedes-Benz,E 280
3916,2004,Lagos,,foreign,2142500,0,Automatic,Toyota,Matrix
3917,2008,Lagos,,foreign,0,0,Automatic,Honda,Accord
3918,2011,Lagos,,foreign,0,52423,Automatic,Toyota,RAV 4
3919,2016,Lagos,,foreign,6395000,68542,Automatic,Toyota,Corolla
3920,2015,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,ML 350
3921,2014,Lagos,,foreign,0,0,Automatic,Lexus,RX 350
3922,2008,Lagos,,foreign,1337500,10000,Automatic,Toyota,Sienna
3923,2012,Lagos,,foreign,7604999,99479,Automatic,Mercedes-Benz,ML 350
3924,2017,Abuja,,foreign,11565000,3567,Automatic,Peugeot,508
3925,2014,Lagos,,foreign,3350000,95687,Automatic,Toyota,Camry
3926,2009,Lagos,,foreign,4140000,85000,Automatic,Lexus,ES 350
3927,2005,Lagos,,foreign,2545000,125000,Automatic,Toyota,Corolla
3928,2012,Lagos,,,0,80000,Automatic,Kia,Sorento
3929,2012,Lagos,,foreign,8265000,63000,Automatic,Mercedes-Benz,GLK 350
3930,2009,Lagos,,foreign,0,0,Automatic,Lexus,ES 350
3931,2009,Lagos,,foreign,3235000,0,Automatic,Volvo,S60
3932,2001,Lagos,,foreign,2142500,86000,Automatic,Toyota,RAV 4
3933,2010,Lagos,,foreign,2637000,65588,Automatic,Toyota,Corolla
3934,2011,Lagos,,foreign,0,62785,Automatic,Hyundai,Sonata
3935,2014,Lagos,,foreign,9365000,0,Automatic,Lexus,RX 350
3936,2011,Lagos,,foreign,19815000,0,Automatic,Mercedes-Benz,G 63 AMG
3937,2013,Lagos,,foreign,10795000,54377,Automatic,Acura,ZDX
3938,2011,Lagos,,foreign,3975000,97472,Automatic,Mercedes-Benz,E 350
3939,2011,Lagos,,foreign,7605000,56839,Automatic,Toyota,Highlander
3940,2015,Lagos,,foreign,9915000,65000,Automatic,Toyota,Tacoma
3941,2005,Lagos,,foreign,2660000,0,Automatic,Lexus,RX 330
3942,2013,Lagos,,foreign,7165000,0,Automatic,Toyota,Sienna
3943,2007,Lagos,,foreign,3350000,0,Automatic,Ford,Edge
3944,2012,Lagos,,foreign,5185000,0,Automatic,Toyota,Camry
3945,2003,Lagos,,foreign,1107500,100000,Automatic,Toyota,RAV 4
3946,2014,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,E 350
3947,2017,Lagos,,foreign,22015000,65775,Automatic,Lexus,RX 350
3948,2015,Lagos,,foreign,20365000,11111,Automatic,Lexus,GX 460
3949,2014,Lagos,,foreign,30815000,44000,Automatic,Land,Rover Range Rover Evoque
3950,2018,Lagos,,foreign,104515000,13300,Automatic,Land,Rover Range Rover Evoque
3951,2016,Lagos,,foreign,9805000,50000,Automatic,Dodge,Charger
3952,2009,Lagos,,foreign,3755000,102354,Automatic,Acura,MDX
3953,2008,Lagos,,foreign,6285000,56544,Automatic,Toyota,Highlander
3954,2002,Lagos,,foreign,1429500,0,Automatic,Nissan,Maxima
3955,2008,Lagos,,foreign,3964000,0,Automatic,Lexus,ES 300
3956,2006,Lagos,,foreign,2890000,0,Automatic,Volkswagen,Touareg
3957,2010,Lagos,,foreign,3292500,0,Automatic,Toyota,Corolla
3958,2016,Lagos,,foreign,14315000,45000,Automatic,Mercedes-Benz,C 300
3959,2005,Lagos,,foreign,2890000,40650,Automatic,Lexus,ES 300
3960,2013,Lagos,,foreign,9915000,0,Automatic,Mercedes-Benz,ML 350
3961,2011,Lagos,,foreign,6615000,0,Automatic,Toyota,Sienna
3962,2013,Lagos,,foreign,12665000,0,Automatic,Mercedes-Benz,GL 450
3963,2005,Lagos,,foreign,2257500,0,Automatic,Acura,MDX
3964,2010,Lagos,,foreign,6230000,65433,Automatic,Toyota,Highlander
3965,2010,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,ML 350
3966,2011,Lagos,,foreign,9145000,72259,Automatic,Lexus,RX 200
3967,2016,Lagos,,foreign,0,0,Automatic,Toyota,RAV 4
3968,2014,Lagos,,,0,47000,Automatic,Ford,Edge
3969,2008,Lagos,,foreign,8595000,0,Automatic,Lexus,GX 470
3970,2013,Lagos,,foreign,6615000,0,Automatic,Toyota,Highlander
3971,2005,Lagos,,foreign,1912500,118555,Automatic,Toyota,Highlander
3972,2010,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,GLK 350
3973,2008,Lagos,,foreign,1797500,0,Automatic,Honda,CR-V
3974,2006,Lagos,,foreign,0,3224,Automatic,Honda,CR-V
3975,2008,Lagos,,foreign,3865000,0,Automatic,Mercedes-Benz,ML 350
3976,2016,Lagos,,foreign,5735000,47386,Automatic,Toyota,Corolla
3977,2004,Osun,,foreign,2591000,0,Automatic,Ford,Explorer
3978,2007,Lagos,,foreign,4085000,0,Automatic,Toyota,Highlander
3979,2014,Lagos,,foreign,9365000,53621,Automatic,Toyota,Venza
3980,2011,Lagos,,foreign,3350000,0,Automatic,Toyota,Corolla
3981,2008,Lagos,,foreign,2085000,96000,Automatic,Toyota,Corolla
3982,2002,Lagos,,foreign,2832500,1,Automatic,Toyota,4-Runner
3983,2005,Lagos,,foreign,2050500,86258,Automatic,Toyota,Matrix
3984,2011,Lagos,,foreign,8595000,0,Automatic,Lexus,RX 200
3985,2010,Lagos,,foreign,5295000,35754,Automatic,Lexus,ES 300
3986,2005,Lagos,,foreign,1567500,0,Automatic,Honda,Accord
3987,2006,Lagos,,foreign,3005000,64213,Automatic,Toyota,Corolla
3988,2008,Lagos,,foreign,2775000,0,Automatic,Toyota,Camry
3989,2005,Lagos,,foreign,2177000,91773,Automatic,Toyota,Corolla
3990,2016,Lagos,,foreign,46215000,22000,Automatic,BMW,740
3991,2009,Lagos,,foreign,3645000,0,Automatic,Acura,TL
3992,2017,Lagos,,foreign,28615000,661,Automatic,Mitsubishi,Pajero
3993,2008,Lagos,,foreign,3425000,62653,Automatic,Acura,MDX
3994,2010,Lagos,,foreign,3832000,91883,Automatic,Toyota,Camry
3995,2012,Lagos,,foreign,4415000,64027,Automatic,Toyota,Camry
3996,2013,Lagos,,foreign,7495000,16750,Automatic,Mercedes-Benz,E 350
3997,2011,Lagos,,foreign,6065000,0,Automatic,Toyota,Sienna
3998,2008,Rivers,,foreign,3062500,0,Automatic,Toyota,Highlander
3999,2018,Lagos,,foreign,24765000,35937,Automatic,Toyota,Tacoma
4000,2014,Lagos,,foreign,4965000,52,Automatic,Toyota,Corolla
4001,2014,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,E 350
4002,2010,Lagos,,foreign,3407500,79000,Automatic,Toyota,Camry
4003,2014,Lagos,,foreign,4965000,45000,Automatic,Toyota,Camry
4004,2006,Lagos,,foreign,2890000,0,Automatic,Toyota,Sienna
4005,2009,Lagos,,foreign,3005000,0,Automatic,Pontiac,Vibe
4006,2008,Lagos,,foreign,3235000,110202,Automatic,Toyota,Corolla
4007,2010,Lagos,,foreign,4635000,101000,Automatic,Toyota,RAV 4
4008,2009,Lagos,,foreign,4360000,56888,Automatic,Lexus,RX 350
4009,2020,Lagos,,new,0,0,Automatic,Lexus,GX 470
4010,2016,Lagos,,foreign,0,45000,Automatic,Toyota,Avalon
4011,2008,Lagos,,foreign,0,72615,Automatic,Toyota,Camry
4012,2008,Lagos,,foreign,4195000,0,Automatic,Acura,MDX
4013,2016,Lagos,,foreign,22015000,34205,Automatic,Lexus,GX 460
4014,2007,Lagos,,foreign,3235000,0,Automatic,Toyota,Camry
4015,2002,Lagos,,foreign,1280000,85369,Automatic,Toyota,Sienna
4016,2013,Lagos,,foreign,7165000,0,Automatic,Toyota,Sienna
4017,2018,Lagos,,foreign,0,8500,Automatic,Lexus,ES 350
4018,2004,Lagos,,foreign,2085000,0,Automatic,Nissan,Xterra
4019,2009,Lagos,,foreign,0,0,Automatic,Toyota,Camry
4020,2010,Lagos,,foreign,4635000,90,Automatic,Chevrolet,Silverado
4021,2005,Lagos,,foreign,3062500,98000,Automatic,Lexus,RX 330
4022,2009,Lagos,,foreign,4195000,35337,Automatic,Lexus,ES 350
4023,2006,Ibadan,,foreign,2890000,0,Automatic,Infiniti,G35
4024,2017,Lagos,,foreign,0,0,Automatic,Toyota,Highlander
4025,2010,Lagos,,foreign,4635000,0,Automatic,Mercedes-Benz,C 300
4026,2010,Lagos,,foreign,4965000,64219,Automatic,Toyota,Camry
4027,2012,Lagos,,foreign,4195000,0,Automatic,Toyota,Camry
4028,2003,Lagos,,foreign,2142500,78000,Automatic,Toyota,Camry
4029,2015,Lagos,,foreign,23115000,36982,Automatic,Toyota,Tundra
4030,2003,Lagos,,foreign,0,0,Automatic,Lexus,RX 300
4031,2017,Lagos,,foreign,0,53221,Automatic,Toyota,Camry
4032,2011,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,ML 350
4033,2008,Lagos,,foreign,0,77000,Automatic,Toyota,Avalon
4034,2010,Lagos,,foreign,4415000,0,Automatic,Toyota,Camry
4035,2015,Ibadan,,foreign,30815000,0,Automatic,Land,Rover Range Rover Sport
4036,2005,Lagos,,foreign,2545000,0,Automatic,Toyota,Sienna
4037,2012,Lagos,,foreign,3407500,66000,Automatic,Toyota,Camry
4038,2007,Lagos,,foreign,0,768563,Automatic,Toyota,Avalon
4039,2008,Lagos,,foreign,4140000,0,Automatic,Lexus,ES 350
4040,2005,Lagos,,foreign,2315000,0,Automatic,Toyota,Corolla
4041,2013,Lagos,,foreign,3920000,122341,Automatic,Toyota,Corolla
4042,2005,Lagos,,foreign,3975000,0,Automatic,Toyota,Highlander
4043,2008,Lagos,,foreign,5845000,0,Automatic,Toyota,Highlander
4044,2013,Rivers,,foreign,3177500,0,Automatic,Ford,Edge
4045,2010,Lagos,,,0,110643,Automatic,Toyota,Camry
4046,2005,Lagos,,foreign,0,110539,Automatic,Toyota,Sienna
4047,2012,Lagos,,foreign,0,119756,Automatic,Mercedes-Benz,GL 450
4048,2014,Lagos,,foreign,3865000,49000,Automatic,Ford,Edge
4049,2008,Lagos,,foreign,1912500,115000,Automatic,Honda,CR-V
4050,2008,Kaduna,,foreign,3177500,0,Automatic,Toyota,Camry
4051,2018,Lagos,,foreign,14865000,21251,Automatic,Toyota,Camry
4052,2016,Lagos,,foreign,7715000,0,Automatic,Toyota,Camry
4053,2007,Lagos,,foreign,2085000,0,Automatic,Hyundai,Veracruz
4054,2009,Lagos,,foreign,2487500,0,Automatic,Hyundai,Elantra
4055,2008,Lagos,,foreign,0,0,Automatic,Toyota,Camry
4056,2013,Lagos,,foreign,8815000,96000,Automatic,Toyota,Highlander
4057,2016,Lagos,,foreign,11015000,0,Automatic,Toyota,Sienna
4058,2010,Lagos,,,0,75993,Automatic,Toyota,Camry
4059,2008,Lagos,,foreign,4250000,0,Automatic,Toyota,4-Runner
4060,2010,Lagos,,,0,61883,Automatic,Toyota,Camry
4061,2015,Lagos,,foreign,17065000,7015,Automatic,Lexus,RX 350
4062,2003,Lagos,,,0,81773,Automatic,Toyota,Highlander
